,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
50,1.0,0.0,0.0,0.0,1.629261,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.028218465,1.0253848,0.0
51,1.0,0.0,0.0,0.0,-0.53716457,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,1.1753542,-0.14624973,1.0
52,0.0,0.0,1.0,1.0,1.5883851,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,1.192052,2.1785426,0.0
53,1.0,1.0,1.0,0.0,-0.7824203,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.8113432,-0.48527777,1.0
54,0.0,0.0,1.0,1.0,-0.9459241,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,-1.4829284,-0.9202911,0.0
55,1.0,0.0,1.0,1.0,1.3431294,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.4996262,-0.44183204,0.0
56,1.0,1.0,0.0,0.0,0.8934939,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.016530037,0.5644463,0.0
57,1.0,0.0,1.0,1.0,-0.41453668,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,-0.45601645,-0.45701802,0.0
58,0.0,0.0,0.0,0.0,-0.82329625,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,-0.13708931,-0.6747359,0.0
59,0.0,0.0,0.0,1.0,-0.6597924,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.5425093,-0.4217767,1.0
60,1.0,0.0,1.0,1.0,0.8526179,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.23694041,0.69694024,0.0
61,0.0,1.0,1.0,0.0,1.3840053,1.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.2035449,1.1020263,0.0
62,1.0,0.0,1.0,1.0,1.3840053,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.3042624,-0.24283536,0.0
63,0.0,0.0,0.0,0.0,-0.41453668,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3755318,-0.21212985,0.0
64,1.0,0.0,0.0,0.0,-1.2729317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,-0.66306865,-0.9853041,0.0
65,1.0,0.0,1.0,1.0,1.3431294,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.99501854,1.6978601,0.0
66,1.0,0.0,1.0,0.0,1.629261,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.6811007,1.8034506,0.0
67,1.0,0.0,1.0,0.0,-1.068552,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.8764645,-0.7691426,1.0
68,1.0,0.0,1.0,1.0,1.4248813,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.5541978,1.3954074,0.0
69,0.0,0.0,0.0,0.0,0.56648624,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.3239644,1.175555,0.0
70,0.0,0.0,1.0,1.0,0.81174195,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,-1.3259696,-0.44040903,0.0
71,0.0,0.0,1.0,0.0,-1.2320558,1.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.85475737,-0.920558,0.0
72,0.0,0.0,0.0,0.0,-0.7006684,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-0.5228075,-0.7030846,1.0
73,0.0,0.0,0.0,0.0,-1.2729317,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,-1.4812586,-0.9961989,1.0
74,1.0,1.0,1.0,0.0,-1.027676,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.35549447,-0.76823103,0.0
75,1.0,0.0,1.0,0.0,1.629261,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.5310165,2.5354025,0.0
76,1.0,0.0,1.0,1.0,0.81174195,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,-0.6847757,0.0068776486,0.0
77,0.0,0.0,1.0,1.0,1.629261,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,-1.2858949,-0.12121394,0.0
78,1.0,0.0,1.0,0.0,1.5883851,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.71282643,1.6832522,0.0
79,1.0,0.0,1.0,0.0,1.1387496,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,-1.4962866,-0.44578972,0.0
80,0.0,1.0,1.0,0.0,0.4029824,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3137501,0.43079612,1.0
81,1.0,1.0,1.0,0.0,-0.90504813,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.73119396,-0.6243309,1.0
82,0.0,0.0,1.0,1.0,-0.90504813,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,1.185373,-0.53183633,1.0
83,1.0,1.0,1.0,0.0,1.0978737,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6076306,1.175088,0.0
84,1.0,0.0,0.0,1.0,0.48473433,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,-1.5096449,-0.6406508,0.0
85,0.0,0.0,0.0,0.0,-0.9868001,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.043246444,-0.7497988,0.0
86,0.0,0.0,1.0,0.0,0.81174195,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,-0.97865623,-0.13415429,0.0
87,0.0,0.0,1.0,1.0,1.1387496,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.9816603,1.5791514,0.0
88,1.0,0.0,1.0,1.0,1.2205015,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,1.4491975,2.0299954,0.0
89,0.0,1.0,1.0,0.0,1.0978737,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.9783208,1.433339,0.0
90,1.0,0.0,0.0,0.0,0.48473433,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13675387,0.310531,0.0
91,1.0,0.0,1.0,0.0,1.1796255,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.4762493,-0.44852453,0.0
92,0.0,0.0,0.0,0.0,-0.8641722,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.81635255,-0.56489867,0.0
93,1.0,0.0,0.0,0.0,0.6482381,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,-1.4996262,-0.5979388,0.0
94,1.0,1.0,1.0,0.0,-0.005777135,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.6760914,0.16961022,1.0
95,1.0,0.0,1.0,0.0,0.9752458,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,-0.3574997,0.31090897,0.0
96,0.0,1.0,1.0,0.0,-0.4962886,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.8764645,-0.17837824,0.0
97,0.0,1.0,1.0,0.0,1.5475092,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.9165391,1.8738221,0.0
98,1.0,0.0,1.0,0.0,0.72999007,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.1185819,1.1553218,0.0
99,1.0,0.0,1.0,1.0,1.629261,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.9081902,1.9362781,0.0
100,1.0,0.0,0.0,0.0,-1.2729317,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-1.5063053,-0.99653244,0.0
101,0.0,0.0,0.0,1.0,-0.45541266,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,-1.4695703,-0.80418384,0.0
102,1.0,0.0,0.0,0.0,1.4657573,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,1.2471546,2.1739402,0.0
103,0.0,0.0,0.0,0.0,1.4248813,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,-1.4762493,-0.4078803,0.0
104,1.0,1.0,1.0,0.0,1.1796255,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.6944589,1.3301054,0.0
105,1.0,1.0,1.0,0.0,0.6891141,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.8447387,1.0168246,1.0
106,1.0,1.0,1.0,0.0,1.3022535,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,-1.3059323,-0.23116237,0.0
107,1.0,0.0,1.0,1.0,0.28035456,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,-1.3677139,-0.60336393,0.0
108,0.0,0.0,1.0,0.0,1.2613775,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5475187,1.3179877,0.0
109,0.0,0.0,1.0,0.0,1.4657573,1.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.8497481,1.7952017,0.0
110,1.0,0.0,0.0,0.0,0.8934939,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,-1.4946169,-0.49403808,0.0
111,1.0,1.0,1.0,0.0,0.44385839,1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.1953917,0.9086549,0.0
112,0.0,0.0,1.0,1.0,1.629261,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.6326772,1.7059311,0.0
113,1.0,0.0,0.0,0.0,1.629261,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,-0.11872178,0.947009,0.0
114,1.0,0.0,0.0,0.0,-0.41453668,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.48740676,-0.23580934,1.0
115,0.0,0.0,0.0,0.0,1.629261,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.16714528,0.8913122,0.0
116,1.0,0.0,0.0,1.0,-1.1911799,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,-1.2808856,-0.9513524,0.0
117,1.0,0.0,0.0,0.0,-1.1503038,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,-0.27902025,-0.90083617,0.0
118,0.0,1.0,1.0,0.0,1.629261,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.6662683,2.7007143,0.0
119,1.0,0.0,1.0,1.0,1.629261,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.058274426,1.1343771,0.0
120,1.0,0.0,0.0,1.0,0.28035456,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,-0.6580593,-0.20901705,0.0
121,0.0,0.0,0.0,0.0,-0.8641722,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.38889,-0.63231295,0.0
122,0.0,0.0,1.0,1.0,-0.046653092,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,-1.4612213,-0.6950136,0.0
123,0.0,0.0,0.0,0.0,-0.7415443,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3538247,-0.5490456,1.0
124,1.0,0.0,1.0,0.0,1.1796255,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.6479008,2.1662915,0.0
125,1.0,0.0,0.0,0.0,0.72999007,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.6562496,1.5699464,0.0
126,0.0,0.0,1.0,1.0,1.0569977,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,-0.3090762,0.40300328,0.0
127,0.0,0.0,1.0,1.0,0.81174195,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.1152424,1.2152209,0.0
128,0.0,0.0,0.0,0.0,-0.61891645,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,0.14176321,-0.51255924,0.0
129,1.0,0.0,1.0,1.0,-0.37366074,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,-1.4645609,-0.80338335,0.0
130,0.0,0.0,0.0,0.0,-0.90504813,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.6513802,-0.8146339,0.0
131,0.0,0.0,0.0,0.0,-0.37366074,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.8447387,-0.040392395,1.0
132,1.0,0.0,0.0,1.0,-1.1911799,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.4879378,-0.9827694,0.0
133,0.0,1.0,0.0,0.0,1.4248813,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.3291135,0.6514045,0.0
134,0.0,1.0,0.0,0.0,-0.9868001,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.99167895,-0.6748916,1.0
135,0.0,0.0,0.0,0.0,-0.7824203,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,-0.5211377,-0.7164919,0.0
136,0.0,0.0,0.0,0.0,0.4029824,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,-1.4695703,-0.62975603,0.0
137,1.0,0.0,0.0,0.0,-1.2729317,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.17181917,-0.974187,1.0
138,0.0,0.0,0.0,0.0,-0.128405,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.04491622,-0.15496555,0.0
139,0.0,0.0,1.0,0.0,-0.29190883,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,-1.0270797,-0.625954,1.0
140,0.0,0.0,0.0,0.0,-1.2729317,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,-1.3025926,-0.99381983,0.0
141,1.0,0.0,1.0,0.0,1.629261,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.74622196,1.7651632,0.0
142,1.0,0.0,1.0,1.0,1.5066332,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,-1.2942438,-0.20637117,0.0
143,1.0,0.0,0.0,1.0,-1.1911799,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,-1.4929471,-0.97171897,0.0
144,1.0,0.0,1.0,1.0,-0.7006684,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,-1.5063053,-0.85734594,0.0
145,0.0,0.0,0.0,0.0,-1.068552,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.15011208,-0.81921417,1.0
146,1.0,0.0,0.0,0.0,-0.005777135,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.95661366,0.31958032,0.0
147,1.0,0.0,0.0,1.0,0.6891141,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,1.1970614,1.2491282,1.0
148,1.0,0.0,0.0,0.0,-0.82329625,0.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,-0.46102577,-0.73590237,0.0
149,1.0,0.0,0.0,0.0,-1.2729317,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.35716426,-0.97171897,1.0
150,0.0,0.0,1.0,1.0,1.629261,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,-1.3693837,-0.25853276,0.0
151,1.0,0.0,1.0,1.0,0.116850734,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.14677253,0.10206253,0.0
152,1.0,0.0,0.0,0.0,-1.2729317,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.4762493,-0.9961322,0.0
153,1.0,0.0,0.0,0.0,-0.45541266,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,-1.4829284,-0.81730205,0.0
154,0.0,0.0,0.0,0.0,0.28035456,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,-0.47104442,-0.15796718,0.0
