,0,1,2,3,4,5,6,7,8
34,-0.23035705,0.18978676,-0.29712516,-0.1769609,0.4041672,-0.06361078,-1.3353685,1.2825587,1.553
35,-0.15305573,0.50719374,0.22271025,0.04838929,-0.4911541,0.008137163,-0.82521236,0.7340924,2.76
36,-0.9814193,-0.92113763,-0.01945861,-0.035657402,0.08930962,-0.0122166015,2.3480527,-1.3849818,0.758
37,-0.36269358,1.8561734,-0.29501635,-0.1817804,2.026827,0.0937759,-0.7830894,0.6842318,1.676
38,0.6286225,-1.0004894,0.3514934,-0.10686209,1.4234967,0.02702389,-0.83457303,0.7590227,2.937
39,-1.5284628,-0.048268467,-1.2053721,-0.23404962,-0.544803,-0.10348047,-0.93286,0.8288275,2.254
40,3.8425095,0.26913851,0.7686954,-0.15013611,1.1798779,-0.051323935,-0.72224504,0.55459434,5.00001
41,0.0311126,0.18978676,-0.1444519,-0.13884139,0.04093764,-0.022824313,-0.72224504,0.77398086,2.239
42,0.07081356,0.50719374,0.3183834,0.1735688,-0.66617274,0.1839289,-0.8018107,1.0831164,0.893
43,1.1228889,1.0626559,0.11193343,-0.14529596,-0.5395261,-0.05208807,-0.7830894,0.5994689,2.945
44,-0.13225998,-0.2863237,-0.36292168,-0.1092658,-0.019747203,0.047484312,-0.8813763,0.7789669,1.958
45,-0.3381168,-0.92113763,-0.40613112,-0.1953488,1.395353,-0.026080515,-1.2604833,1.2626145,1.678
46,-0.54565406,1.3007112,-0.14933509,-0.09172021,-0.0751551,-0.07347565,1.3605026,-0.961167,1.379
47,-0.35975277,0.031083276,-0.45214027,-0.1305138,0.48508033,0.04426589,-0.81117135,0.75403666,1.592
48,-0.40312973,-0.2863237,-0.28627977,-0.082025744,-0.9062736,-0.14445016,-0.95626163,0.9385207,0.771
49,0.09013889,1.8561734,-0.060138315,-0.30562925,0.22387166,0.020586299,-0.68948275,0.7191342,1.731
50,-0.77561504,1.3800629,-0.7634477,-0.027258003,0.8307201,0.048537772,-0.73628604,0.6593016,1.817
51,0.31206512,1.1420077,0.083954126,-0.43792102,-0.65385985,-0.038837373,1.0750024,-1.2403861,2.657
52,-0.46252364,0.18978676,-0.06618654,-0.10890961,-0.5562364,-0.04115417,1.9268228,-1.0309718,0.967
53,-0.6369768,0.427842,-0.15038542,0.012579362,0.14559701,-0.057877798,-1.3447292,1.2825587,1.642
54,-0.33591118,1.8561734,-0.11997419,-0.009523896,-0.23082492,-0.08502375,-0.7409664,0.61442703,2.5
55,2.5618384,-1.9527103,0.8322408,-0.15441613,1.3566555,-0.012834227,-1.003065,0.9385207,4.347
56,3.9182878,-1.9527103,1.1225407,-0.36059105,-0.52457476,0.016987642,1.0188384,-1.2453722,5.00001
57,-1.4034258,0.8246007,-0.09036258,-0.11058196,-0.8367939,0.06605644,-0.8158517,0.6692737,0.926
58,-0.57191133,1.6181182,-0.12833272,-0.34217602,-0.84822726,-0.061797682,-0.75032705,0.609441,2.42
59,-0.5014894,-0.20697194,-0.47469056,-0.006232173,0.057647962,-0.10599804,-1.3306882,1.1678793,2.348
60,-0.9598884,1.1420077,-0.66575426,0.31461152,-0.6740881,-0.063166775,-1.3681309,1.2177399,1.688
61,-0.30140916,1.6974698,-0.34052825,-0.20174639,-0.37506136,-8.515538e-05,-0.6848024,0.7191342,1.544
62,-1.1189548,-0.92113763,0.016388351,0.86442256,-0.6978344,-0.09225071,1.5523963,-1.5196054,0.64
63,-0.35938516,-0.8417859,1.8239157,4.8275123,-0.9731149,-0.059675477,0.4759199,0.31027758,0.8
64,0.95200676,-1.8733585,-0.35564327,0.0048561585,0.33732593,-0.121787354,0.8971498,-1.3401073,3.222
65,0.76468754,0.9039524,0.1149592,-0.23559731,-0.37682036,-0.03577055,-0.6988434,0.6742597,3.704
66,-0.2835017,-1.6353033,-0.6641346,0.120294504,0.84655094,-0.11697974,-0.918819,0.84378564,1.813
67,-0.99927425,1.6181182,-0.19415368,-0.3373828,-0.4726848,0.0038331363,-0.7737287,0.62938523,1.142
68,-1.4349345,0.58654547,-1.0383197,0.029992215,-0.26248658,-0.11034401,-0.876696,0.69919,1.125
69,0.58177954,-1.6353033,0.6766778,0.04032268,3.855288,0.024774402,-0.77840906,1.0532,1.581
70,0.79525095,0.6658972,-0.12282615,-0.10025431,-0.07075765,-0.038185682,0.7848218,-1.3401073,2.777
71,-1.1189548,-0.1276202,-0.22158273,0.64246154,-0.97751236,0.015916612,-0.8579747,0.69919,1.542
72,-1.3927653,-0.048268467,-0.98622894,-0.252333,-0.12352708,0.01299952,-1.3540899,1.2426702,1.05
73,0.7145887,-1.3178964,-0.11485818,-0.17454049,5.9484754,0.0137756625,0.8129038,-1.1306928,2.865
74,-0.5812064,-0.5243789,-0.13454995,0.024897799,0.39009538,-0.055803016,1.3885846,-0.8664319,1.902
75,-1.0982115,0.427842,-0.43535772,0.17861596,-0.5105029,-0.01810175,1.0890434,-0.8315295,0.631
76,-0.34168777,-0.44502717,-0.26636922,-0.010876014,0.22299217,-0.02483908,-0.8439337,0.82384145,1.899
77,-0.81053716,-0.6037307,0.22427286,0.3020262,0.106899425,-0.02216147,-0.35717916,1.222726,0.571
78,-0.11408997,0.58654547,0.06083215,-0.17675336,-0.47092584,-0.04634636,-0.79245,0.7191342,2.821
79,0.44009545,-0.1276202,0.40142098,0.35763538,-0.7769885,0.035088167,0.6210102,-1.2703025,3.5
80,-0.68502754,-0.048268467,-0.83968824,-0.2045705,1.524638,0.17271939,-0.7409664,0.7590227,1.739
81,-0.62458336,1.8561734,-0.24657942,-0.178916,-0.5078644,-0.066583835,1.0375597,-1.3401073,2.188
82,0.63655216,0.9833042,0.08269502,-0.22318658,-0.8192041,-0.049354948,-0.6801221,0.55459434,2.25
83,-0.19317679,-0.2863237,0.1215829,-0.23450226,-0.223789,-0.01938198,1.435388,-0.9262646,1.012
84,0.97222483,-0.8417859,0.5779402,-0.22750135,0.19748695,-0.00094830827,1.098404,-1.1007766,1.647
85,-0.7513533,1.0626559,-0.7584769,-0.12589791,-0.20707868,0.12663735,-0.7596877,0.70417607,1.32
86,-0.4780154,-0.44502717,-0.343301,0.026602421,-0.28095588,-0.0891024,-1.3540899,1.2077678,2.455
87,-0.49313956,0.8246007,-0.5669372,-0.034395922,-0.22994544,-0.08045448,-0.72224504,0.6443434,2.542
88,0.79582864,-0.44502717,0.61232793,-0.14765252,1.906337,-0.019747572,1.1545681,-1.5046471,3.015
89,0.536197,-0.92113763,0.3203469,0.02304221,-1.1261462,-0.09934837,1.0141581,-1.2004977,1.885
90,-0.4388921,-0.20697194,-0.41536206,-0.056084573,1.908096,0.05369972,-0.87201566,0.83381355,1.84
91,-1.2579607,1.3007112,-0.06263167,0.23849241,-1.107677,-0.061428808,1.0094777,-0.81158525,1.018
92,1.4597694,0.031083276,1.0011977,-0.13524774,-0.4990695,-0.031954095,1.1171254,-0.8315295,2.207
93,1.6530226,1.3007112,0.42095894,-0.16796184,-0.8895633,-0.09598182,-0.7456467,0.54462224,5.00001
94,0.27598768,-1.5559516,-0.36476657,-0.12282159,1.4595559,-0.056781236,-0.9422207,0.95347893,2.022
95,0.48930153,0.427842,0.1835472,-0.09534826,0.08315319,-0.05962102,-0.92349935,0.78893906,3.878
96,-1.1530892,1.2213594,-0.5307468,-0.18121578,-0.6688112,-0.0060188374,-0.7737287,1.1030606,1.142
97,-1.0007972,1.8561734,-1.1038547,-0.9157051,-1.0848103,0.14924686,0.50868225,-0.103565164,0.475
98,0.58776623,-0.6830824,0.43147907,-0.110122345,-0.03206007,-0.022475181,1.1639287,-0.8514737,1.548
99,1.3475459,1.1420077,0.21487145,-0.3947565,-0.36538696,-0.07081588,-0.84861404,0.694204,4.442
100,-0.45280844,-0.92113763,-0.5151235,-0.5394051,-0.872853,-0.096319586,-0.48354813,-0.28804928,5.00001
101,-0.6613435,-1.714655,0.023396317,-0.10890961,-0.04613192,-0.032488886,0.8222645,-0.6271011,1.038
102,-0.646692,-0.92113763,-0.9647191,0.051380213,-0.96695846,-0.14306238,-1.3494096,1.1977957,0.675
103,-0.17568947,-0.7624341,-0.0873768,-0.2644899,0.015432416,-0.019535167,-1.171557,1.2476562,1.568
104,0.56901854,0.6658972,0.7000151,0.12061692,-1.1683618,-0.087391645,1.0328795,-1.3251492,3.35
105,-0.74825495,-0.048268467,-0.31571463,-0.06145191,-0.5412851,-0.044406734,2.4557004,-2.2076812,0.756
106,-0.31070423,0.031083276,0.26294443,0.0076529095,-0.5922955,-0.026607517,2.3995364,-1.6841452,0.931
107,-0.070450425,0.031083276,0.0046415436,-0.15514968,0.60557055,0.117086224,-0.83457303,0.6543155,1.686
108,0.96839124,0.8246007,0.9401993,0.172353,0.3127002,-0.0513156,0.42443627,-1.1606092,3.988
109,1.7690272,-1.7940068,0.90709835,-0.24927014,1.723403,0.007890794,0.9673548,-1.1855395,3.365
110,0.5473826,-1.6353033,-0.28747877,0.09114805,-0.8719735,-0.107605375,-0.72224504,0.69919,2.309
111,-0.16219324,-0.7624341,-0.43894956,-0.04177303,1.2326473,-0.0716091,-0.89541733,0.88367414,2.528
112,-0.18461694,0.58654547,-0.7162808,-0.1463714,0.42703396,-0.1265773,-0.876696,0.71414816,3.618
113,-0.56918055,0.745249,-0.5731258,-0.1577424,-0.4814797,-0.07181457,0.8597071,-1.320163,2.984
114,-0.54455125,-0.6037307,-0.30171365,-0.104530774,0.52026,0.0040023676,1.2762567,-1.1955117,1.115
115,-0.31480035,0.34849024,-0.118354015,-0.28772235,-0.03118058,-0.009117271,1.0843631,-1.055902,1.514
116,-1.0299952,-0.1276202,-0.16979413,0.12970598,1.0910493,-0.002715744,-0.92349935,1.1230048,1.006
117,1.1182677,-1.0004894,0.5667646,-0.16303298,-0.23961982,0.057175156,1.1077647,-1.3251492,2.356
118,0.35801533,0.427842,0.1377641,-0.09281212,-0.35835105,0.024910266,0.80354315,-1.1955117,2.427
119,-1.3775886,-0.20697194,-0.6483196,0.098339856,0.47892392,0.03650607,1.3464617,-0.9412227,0.668
120,0.58776623,1.0626559,-0.088105895,0.06420395,-0.7805065,-0.08052089,-0.9515813,0.84378564,5.00001
121,2.302522,-1.9527103,0.75232613,-0.17296365,2.0470555,-0.006216868,-0.8673354,0.9086044,3.74
122,0.21444069,1.8561734,-0.1405371,0.050585322,0.013673435,0.068215966,0.9860761,-1.4099121,2.3
123,-0.15069257,1.3800629,-0.29476422,0.055679917,-0.6784856,0.112192765,-0.75032705,0.70417607,1.411
124,1.5114962,-1.9527103,0.80684537,-0.23342337,1.490338,0.03136251,-0.14656423,0.24047276,1.703
125,0.47291702,-0.6037307,0.1281536,-0.11067658,0.38305944,0.0028026833,0.5788872,-1.0060415,2.415
126,-1.177876,-0.20697194,-0.18988264,0.18472256,0.016311906,-0.016872356,0.26530498,0.11582135,0.603
127,-0.12784877,1.8561734,0.58901745,-0.043231066,-0.3715434,-0.03437752,-0.75032705,0.6243992,4.2
128,0.23429117,0.50719374,0.5083455,-0.044560786,-0.81832457,-0.0124870725,-0.8532944,0.8138693,2.247
129,-0.4351636,0.745249,-0.20882404,-0.3327623,-0.08395001,0.0963056,0.8550268,-1.2802746,1.515
130,-0.25619417,0.8246007,0.51161987,-0.028502675,-0.89571977,-0.05520022,1.7957735,-1.1007766,0.821
131,-0.5062682,0.427842,-0.3547936,-0.12134563,-0.38737422,0.045605533,-0.3197365,-0.42765886,1.042
132,1.2363201,1.2213594,0.20713533,-0.21070878,-0.8033732,-0.02798214,-0.7830894,0.59448284,3.614
133,-0.90805656,1.8561734,-1.1247988,-0.15737708,-0.46740788,-0.09796194,1.0001171,-1.4148982,1.875
134,0.47701314,-0.5243789,0.24738488,-0.024529533,-0.11385269,-0.07467385,-1.3072865,1.1878237,2.953
135,0.6195375,-0.36567545,0.094449386,-0.36746126,-0.6389085,0.002421649,-0.8532944,0.84378564,2.162
136,-1.24688,1.0626559,-0.4395645,-0.17219111,0.3980108,-0.028471682,1.9081014,-1.1157347,0.663
137,0.6277823,-1.397248,0.20119172,-0.06721395,-0.58174163,-0.04426363,-0.048277263,0.86871594,0.98
138,-1.4503212,-1.5559516,-0.7816371,0.08223183,-0.60812634,-0.0721536,-0.84861404,0.83381355,1.75
139,0.07065602,-0.2863237,-0.48533407,-0.07233403,-0.25281218,-0.11797476,-0.7456467,0.59448284,4.6
140,-1.3426665,-0.7624341,-0.8899879,-0.26523384,1.4956149,-0.021510404,-1.3868521,1.2476562,1.226
141,0.4054359,0.26913851,0.09310519,-0.16950299,-0.38737422,-0.08743826,1.0562811,-1.230414,3.357
142,2.0224621,-0.8417859,0.7650826,-0.26827243,-0.59757245,-0.015459178,-0.6988434,1.1878237,1.732
143,0.6277298,0.50719374,0.28149584,-0.12903754,0.35667473,-0.028465917,1.070322,-1.2453722,2.332
144,0.09796355,0.50719374,-0.020252889,-0.27616614,-0.52369523,-0.032160856,1.421347,-0.89634824,0.842
145,-0.38868824,-0.6830824,0.020717464,-0.011191132,-0.7893014,-0.034372784,2.4837823,-2.2824721,0.96
146,-0.9384099,0.8246007,0.06664618,0.059918456,-0.7805065,-0.04789165,2.3152905,-2.277486,0.796
147,1.3351525,0.9833042,-0.032396514,-0.27178437,-0.598452,-0.041406207,-0.76436806,0.5745386,4.466
148,-0.017988449,-0.92113763,-0.12576604,-0.07494104,2.6319168,-0.017373323,-0.72224504,0.86871594,1.807
149,-0.88978153,-0.92113763,0.16051957,0.76802623,-0.4638899,-0.043717906,2.0625525,-2.0930018,1.019
150,-1.1419561,1.3007112,-0.20597816,-0.112331465,-0.5096234,-0.060829323,0.75673985,-0.70687807,0.774
151,0.6887516,1.2213594,0.4056375,0.40953612,-0.59933144,-0.07367043,-0.9515813,0.84378564,5.00001
152,0.9826227,-0.1276202,0.36147815,-0.19537461,-0.3425202,0.0022915772,-0.82521236,0.84378564,2.434
153,0.48021653,-0.5243789,0.38987017,-0.08756485,1.630177,0.079262,-1.3634505,1.2775726,1.414
154,-0.069767736,-0.92113763,-0.14709109,-0.0048249015,0.25377434,-0.04507414,-0.9141387,0.7939251,2.13
155,1.0258946,-1.0798411,0.4873664,-0.34081182,-0.9071531,-0.050182924,-1.2604833,1.1579072,5.00001
156,1.1322365,-0.5243789,0.49264848,-0.059636336,0.14823548,0.011381868,-0.6333188,0.42994294,2.48
157,-0.046766393,0.58654547,0.060257737,0.018173745,0.4437443,0.17964345,0.8550268,-1.2752886,1.606
158,1.2481359,-1.0798411,0.8043529,-0.24122092,-0.46916685,0.03379744,1.2856174,-0.8913622,1.435
159,-0.7549243,0.6658972,-1.0758736,-0.2323651,-0.37682036,-0.09611573,-0.7269254,0.6194131,2.0
160,-0.6805638,1.8561734,-0.6432109,-0.13197342,-0.055806313,0.090331696,-0.7737287,0.6493294,1.019
161,0.5194974,-0.7624341,0.095033765,-0.28179818,-0.061962746,-0.03873799,-1.2230406,1.1529212,2.209
162,1.7429276,-1.2385446,5.878084,4.098129,-0.5685493,0.0019898103,-0.63799906,1.2027818,2.538
163,-1.5493636,-0.36567545,-1.0894386,-0.13324912,-0.7893014,-0.11913818,-0.7690484,0.6243992,1.516
164,-0.5281667,1.2213594,-0.00024486403,0.050452936,-0.43398723,-0.022550186,1.0796827,-1.3750097,1.334
165,-0.3903162,-1.397248,-0.3011184,-0.27043444,0.16758427,0.14087524,0.56952655,-0.93125063,1.462
166,-0.19743046,-1.2385446,-0.5221266,-0.116747625,0.12888668,-0.07171898,-0.8298927,0.60445493,2.94
167,-1.442129,1.0626559,-0.7720554,-0.1725639,-0.4638899,0.07306897,-0.8018107,0.6642876,0.854
168,-0.013682261,-0.92113763,0.0961214,0.1253358,0.4437443,0.059534453,-1.0545486,1.2177399,2.083
169,0.21780162,1.3007112,-0.028899973,-0.17172556,-0.5377671,-0.043306507,0.8971498,-1.3600515,3.097
170,-0.9159337,-0.44502717,-1.3260268,-0.21752876,0.3777825,0.12541105,-0.806491,0.67924577,1.0
171,0.6346617,-0.2863237,-0.4363519,-0.3351842,0.10514045,0.092426874,0.8550268,-1.2703025,1.734
172,-1.1314533,0.58654547,-0.38270393,-0.06644372,-0.24577627,0.038274936,-0.806491,0.6543155,0.888
173,1.1535573,0.031083276,1.0202866,-0.1859544,-1.1129539,-0.043200035,1.3043387,-1.5445356,3.344
174,-1.1714692,0.9833042,-0.65072894,-0.098568864,-0.016229242,0.04513373,-0.79713035,0.6593016,0.942
175,-0.5212348,0.26913851,-0.34551355,-0.20819701,-0.77083206,0.04097869,1.4400682,-1.060888,1.514
176,2.59403,-0.5243789,0.84360707,-0.4275363,-0.43398723,-0.0032772077,-0.71288437,0.958465,3.905
177,-0.4776478,1.8561734,1.9561282,1.9327018,-0.55447745,-0.06102494,0.6350512,-1.225428,1.166
178,-0.7850151,0.18978676,-0.71210766,-0.13417393,0.052371018,0.062451687,-0.73628604,0.6842318,1.531
179,-0.2725262,0.427842,-0.13415457,-0.03791411,-0.23698136,-0.050715137,0.9579941,-1.0957905,1.746
180,-0.18640243,-1.2385446,0.27833697,-0.11815797,2.1226916,0.05357971,0.64441186,-0.2381887,0.849
181,-0.91299295,-0.7624341,-0.68517417,0.09463591,-0.51226187,-0.09140421,-1.3260078,1.3025029,1.25
182,-1.0101973,-1.0798411,-0.41647056,-0.07263909,-0.6353906,-0.078648716,-1.1341143,1.1778514,1.625
183,1.7231821,1.3007112,0.5957624,-0.28089646,-0.39792812,-0.057172112,0.8597071,-1.3301352,5.00001
184,-1.3530644,1.3007112,-0.6207236,-0.25009096,0.06644286,0.034910224,-0.77840906,0.6543155,0.992
185,0.48384005,-0.5243789,-0.20430106,-0.32921523,0.20276389,-0.0796674,0.8082235,-1.2403861,4.575
186,2.2028494,1.8561734,0.34289226,-0.03964448,-0.6195597,-0.07678182,1.0047975,-1.4248703,5.00001
187,-0.08741261,1.6181182,0.3208022,0.46682277,-0.8104092,-0.030435653,1.3511419,-1.6741731,1.488
188,-0.85134095,0.34849024,-0.6806117,-0.29183775,-0.50346696,0.006715957,-0.73628604,0.9235626,1.194
189,0.22016478,0.427842,0.23240925,-0.10853121,-0.49555156,-0.02067172,0.78950214,-1.1755674,3.305
190,-0.9580504,0.745249,-0.22252521,-0.10130333,0.012793945,-0.0683481,0.5274036,-0.093593046,0.647
191,0.11513579,-0.1276202,0.036550175,-0.15928638,0.24322045,0.24146461,-0.904778,0.8487717,1.849
192,-0.94198096,0.34849024,0.29604134,0.2755407,-0.18069397,-0.050491937,2.0953147,-2.112946,0.824
193,1.0642302,0.50719374,0.16843523,-0.2819576,0.14911497,-0.072508805,1.0516007,-1.4697448,4.004
194,3.1576679,0.031083276,1.0601064,-0.23788974,-0.093624406,-0.02542783,0.76610047,-1.2204419,5.00001
195,-0.64753217,0.9039524,0.36201116,0.48044184,-0.73917043,0.003172171,0.31678864,-0.05869065,0.435
196,-0.48106125,-1.0004894,0.8804029,1.2426529,1.4261352,-0.07058237,-0.83925337,1.5218894,1.109
197,-0.99659604,1.0626559,-0.3686537,-0.40140826,-0.57206726,-0.021075465,-0.13720357,0.28036124,0.633
198,-0.18409179,1.8561734,0.06317659,-0.0069317212,-0.29414824,-0.062001366,0.99075645,-1.4498005,3.296
199,-0.5168236,0.031083276,-0.08417421,-0.05610276,0.16934325,-0.0011358805,1.3745437,-0.85645974,0.924
200,0.10636587,0.427842,0.66814655,-0.1444913,-0.77962697,-0.09081628,-0.7082041,0.62938523,5.00001
201,0.75959367,-2.032062,0.64806336,-0.08172506,1.2766218,-0.03668242,0.59292823,-0.093593046,1.742
202,-0.038836703,-0.7624341,-0.092551865,-0.27814838,-0.48675665,-0.04307566,1.1545681,-1.5046471,2.016
203,-1.362412,0.9039524,-1.2077081,0.07224163,-0.14903231,-0.13126145,-0.876696,0.6892179,1.313
204,0.3626891,-0.20697194,-0.16369545,-0.6335679,-0.60812634,-0.06595283,-0.8579747,0.8188554,2.432
205,0.7762932,-1.0004894,1.1230433,1.4410051,-1.149013,-0.026451297,-1.2511226,1.4520847,1.938
206,-0.73376095,1.1420077,-0.49491158,-0.08881733,0.07347879,-0.07282788,-0.6941631,0.609441,2.743
207,1.0268924,0.26913851,0.45063177,-0.01950468,-0.3794588,0.04846329,-0.876696,0.78395295,2.175
208,-0.8547019,1.3800629,-0.14670274,0.024694752,-0.2976662,-0.057258092,1.1077647,-1.1057626,1.094
209,-0.23933703,-0.048268467,-0.0058739516,-0.06929359,-0.06987816,0.085059896,-0.83457303,0.75403666,1.897
210,-0.53473103,-0.6037307,-0.19961415,0.26358366,0.07347879,0.01603396,-0.8532944,0.7939251,1.896
211,0.018876724,0.50719374,0.14074747,-0.1326613,0.44550326,-0.08561608,1.3745437,-0.9212785,1.557
212,-0.38685024,0.34849024,-0.2546594,-0.11932556,0.9731976,0.050039873,-0.8158517,0.7440645,1.763
213,0.38143677,-1.1591928,0.100307256,-0.16060962,0.40240824,-0.022422092,-0.1699659,-0.55729634,2.399
214,-1.2783887,0.11043502,-0.7445392,0.022574093,-0.12880403,0.1528674,-0.76436806,0.6642876,1.102
215,-0.4555917,1.2213594,-0.22182971,-0.0054134773,-0.9097916,0.051920157,-0.8018107,0.609441,2.025
216,-0.35313594,1.3800629,0.04031056,0.010881433,-0.57118773,-0.032835122,-0.7737287,0.6243992,1.496
217,0.6820297,0.6658972,-0.012095072,-0.16608848,-0.62923414,-0.05049005,-0.8532944,0.7241203,2.254
218,0.5646073,1.1420077,0.52656615,4.281591e-05,-0.27391997,-0.055829138,1.0094777,-1.3052049,2.73
219,0.50022453,-1.5559516,-0.09807811,-0.20048107,0.40240824,-0.089644976,-0.6567204,0.47481745,2.772
220,-0.7907392,-0.6830824,0.16060168,0.49782342,0.28015906,-0.07766433,1.6506833,-2.0680716,1.588
221,-1.2064965,1.0626559,-0.3323471,-0.041573733,-0.059324276,-0.024467696,0.43379694,-0.013816137,0.651
222,-0.8404179,1.0626559,-0.673239,0.06607175,-0.17541702,-0.007101087,-1.3681309,1.2177399,1.391
223,-0.9902943,-1.6353033,-0.8380977,-0.13735585,0.22914861,0.01765432,-1.0639093,1.1628933,1.469
224,0.052748572,-1.5559516,0.7356221,0.45055547,-0.28535333,-0.039780784,1.4541093,-0.47751942,1.366
225,2.0094385,0.427842,0.7159761,-0.20563225,-0.61340326,-0.028077995,1.0281991,-1.2154559,4.438
226,-1.2438343,-0.7624341,-0.62289906,0.14759187,-0.41024098,-0.05267696,0.5367642,-0.103565164,0.475
227,-0.53767186,1.8561734,-0.30658835,0.115216866,-0.16134517,-0.08012137,1.0001171,-1.4248703,3.722
228,-1.3865687,1.8561734,-0.28385982,-0.53796774,-1.0980026,-0.03454637,0.49464124,-0.113537274,0.525
229,-0.29999128,0.34849024,0.016288284,-0.33788943,-0.27567893,-0.06845625,2.8535285,-1.5245914,0.813
230,-0.4381044,0.427842,-0.2853002,0.04421614,-0.2985457,-0.04553492,-0.81117135,0.7191342,1.878
231,-0.6900689,0.9039524,0.4510585,0.21485221,-0.36626646,-0.0047323075,-0.5256711,-0.4027286,2.393
232,-1.5423791,1.8561734,-1.182977,-0.543797,-0.98982525,0.09358763,1.309019,-1.5644798,1.292
233,0.5098347,-1.2385446,0.29946208,-0.31473768,-0.4181564,-0.034798454,2.3901756,-2.2874582,1.161
234,1.7166703,-0.6037307,0.5529294,-0.3846128,-0.49819005,-0.0077703516,-0.9515813,0.958465,2.74
235,-0.7394851,-1.0798411,-0.10667202,-0.22143514,1.3856786,-0.07075832,1.6413226,-0.74178046,1.434
236,-1.7564807,-0.20697194,1.0098925,0.4870888,-1.2167338,0.018200375,1.4307076,-1.4647588,0.875
237,0.37770826,-0.048268467,-0.08224602,-0.112041645,0.16142784,-0.009973725,0.8831088,-1.1955117,2.232
