0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
-0.07892637,-2.2154834,-1.7219094,-0.072451055,0.09274447,-0.5933677,-0.093716025,0.8899981,0.9908605,-1.1332707,0.48132643,0.61779594,3.6798317,-0.20807502,0.6525425,-1.6643636,0.16773477,0.12713628,1.689576,0.7365398,0.85974395,0.88225645,-0.74861455,0.48394877,1.1813585,0.6607735,-2.4829996,2.5480387,1.1688364,-0.03887388,0.5221815,0.90763736,2.4132886,0.56227934,-1.8646933,0.6774093,-0.00065779686,0.49448133,-0.7134202,-0.7939394,-0.8586197,0.2796371,-0.9601605,0.33758384,0.20423639,0.39772603,0.94512,-0.7296996,-0.09473151,0.64328706
-0.39491165,-1.2183924,-0.1301193,-0.77645606,0.038742453,0.30331975,-0.14799565,-0.4821334,0.011231422,1.3912531,0.671526,1.936334,0.6549467,-0.23366937,-0.96651274,1.2122754,-0.63342226,0.5456824,2.3253627,0.720357,0.83347654,-0.8535759,-0.33973193,-1.7707462,0.22564363,-0.20157085,0.31148073,0.3740285,-0.47592637,0.3763941,0.61171305,0.23590699,-0.19549477,0.3037206,-0.31916022,-0.4364076,-0.29372197,1.1760714,0.3189259,-0.17982155,1.0360965,0.5685073,-0.2796962,-0.49406052,0.21698123,-1.1698703,-1.1336741,0.10731808,0.16738567,0.549399
0.5133915,0.27971768,-0.07740769,0.47355527,0.14871334,0.052858263,1.2223066,0.8026885,0.9557952,0.43909386,1.0607834,-1.6350794,3.5091546,0.2748276,3.537555,-0.14887369,0.1617599,0.0037421286,1.7634149,0.9755872,0.6601647,0.4490851,-0.9993115,1.1989386,-0.070343494,-0.64710915,-1.0121083,2.4188683,0.3202396,-0.34533536,0.539567,0.9164077,1.1926461,0.4412743,-0.69509876,-0.39347935,1.420837,1.1737822,-0.755137,-0.55996037,0.09855154,-0.5992318,-0.076645106,0.19020009,-0.66714185,1.2764657,0.61976194,-0.69050467,-0.49082166,0.22362989
0.38122535,-0.52263564,0.664863,2.874019,0.30429152,-0.47701043,0.9977721,-0.69149035,-0.3046195,0.034141265,0.42117977,1.3526886,1.2595513,1.8748196,-0.38976794,1.7968166,0.15663269,0.38923824,0.5396641,0.35754913,0.70230776,-1.0451808,-1.6644561,-1.7697687,-0.022880673,-2.555905,-0.29783943,1.8869226,0.67894596,0.102231085,-1.3056742,0.7269796,0.7768814,0.231184,1.4414791,-0.52207524,-0.4976589,-0.26999068,-0.8373351,0.29491252,0.295197,-0.517658,2.5504122,-0.4758458,-0.8416165,0.67044127,0.8397926,0.27314764,1.7960396,-0.6357203
0.94777495,0.1895225,0.7073853,-0.71549577,0.04221964,-1.0092745,-0.49129933,-0.032406032,-0.47849983,-0.39800176,0.51081103,1.4202375,0.44988164,-0.8074354,-0.7224084,-1.4125859,-0.3891698,-0.5292735,1.1432159,0.8225079,-2.0043368,-0.78761226,-0.41824993,-0.60705745,0.124976814,0.2212867,0.6473036,0.48178643,-0.1747638,0.3281886,1.0506879,0.28971425,-0.043471456,0.20712888,-0.3045742,0.24771497,0.09756123,1.1960434,-0.60866576,0.9063967,0.7903557,-0.8709315,-0.3113065,-0.50304735,0.18337661,-1.92372,0.5267993,0.15295279,0.3112913,0.42257702
-0.09887147,1.5639904,0.5275086,-1.1742964,0.3114468,-0.100828305,1.3969163,-0.8318263,0.8777235,0.7468782,1.6254522,-2.8324046,2.6308389,-0.08163345,3.1367226,0.61172605,0.18578371,-0.39618275,2.3318796,0.9757579,-0.3377595,0.50606894,-0.7004229,2.0703068,-0.22399628,-1.4292859,-0.60152996,1.4607404,-0.26193494,-0.0018293262,0.8502636,0.6091087,0.7189945,0.33036292,-0.6953581,-0.45594922,1.5642514,3.3579006,0.7533629,1.1049201,0.16028336,-0.31424177,-0.65696084,0.1366142,-0.14667875,0.27625442,-0.92014897,-0.45158446,-0.41364223,0.8823199
-0.59209853,-0.9368427,0.11146551,-0.58084434,0.36455554,0.08607997,-0.14799565,-0.7181567,-0.11795362,0.3134337,0.9881247,0.1989349,1.8079334,-0.13640636,0.024997905,1.1182318,-0.15604545,-0.18373862,2.5579827,0.97514707,-1.3687605,0.47817445,-0.13184544,0.64676493,-0.17152905,-0.61204594,0.5055039,0.5429668,0.67326826,0.19964951,0.5232762,0.9785116,-0.061974525,0.48756003,-1.2102554,-0.45594922,-0.27714747,1.2888722,0.6492291,1.2661524,1.5046992,0.16637221,-0.07554659,0.2460061,0.21353513,-1.079845,-2.665707,-0.6806725,-0.020956635,0.8605945
-0.58854085,-1.3386236,0.7208222,0.30395213,0.3645933,-0.15850577,-0.0059794784,-1.2321856,-0.43780345,1.4089605,-0.45516202,1.1730884,1.5304006,0.50980306,-1.4181408,0.65289146,0.21069187,-0.6705686,0.5593,0.0937407,-0.33473206,-0.8301129,-0.68159306,-0.68613464,-0.08637899,0.18857177,0.8609025,1.3543913,-0.018925548,-0.22533613,-0.81204116,0.25319535,0.7331508,0.27776802,1.240251,-0.23367767,-0.507517,0.24756575,0.73076683,0.18676543,0.9550051,0.19701199,1.6726756,0.2404756,0.20539749,1.1910689,-0.15112936,0.22602215,-0.6524419,0.6241325
-0.5875199,-1.1851714,-0.1301193,-1.2429428,0.3486007,-0.18526584,-0.14799565,-0.8146704,-0.48487827,-0.10795276,0.8781408,1.762064,-1.4305115e-05,-0.05970657,-1.1936308,2.1648502,0.123855874,-0.24548683,1.0734514,0.6120915,-0.23232687,-0.4934401,-1.2817168,-1.569597,-0.010411203,-1.6168818,0.51271254,0.5715621,-0.10246402,0.5248181,-0.71265924,0.8874184,-0.18155015,0.2241925,0.5941917,-0.0019432902,-0.5145576,0.9884929,0.086779594,1.0794041,1.1997993,-0.79888,1.1462072,-0.29594564,0.086211756,0.6505657,-1.5022955,0.25696364,-0.58833367,0.28916967
-0.6005525,-2.2334435,0.5543901,0.29591727,-0.67971957,0.20243853,-0.40755036,0.008798957,-0.6036833,-1.4813623,0.20973869,1.8288318,0.35587707,-0.13252386,-0.99035317,-0.6284672,0.09803958,-1.4043888,0.740822,-1.3153539,-0.72805154,-0.028869689,-1.8356334,-0.68613464,-0.2136792,0.07984929,0.5853008,0.945235,1.58957,0.48382026,0.2815725,0.27960053,0.54801697,0.37943006,0.19840962,-0.36869782,-0.590377,-0.38802767,-0.7620392,1.0158548,0.8433854,-0.8822377,2.3616824,-0.10909557,-0.63709444,0.17080158,0.9275886,0.27213785,-0.66077656,0.9080353
-0.037726715,-2.1335847,0.70242274,2.874019,0.24419408,0.13288212,-0.17195252,-1.3779216,-0.20392591,-0.14639619,-0.58013105,2.031867,1.2907155,1.2033632,-1.471305,0.6387768,0.18985307,-1.4119974,0.10958294,0.603033,-0.107355714,-1.3571756,-1.9559925,-0.8053105,-0.21239626,0.26551116,0.41600323,2.0201428,0.46215218,-0.002624333,-0.8866142,0.24139985,1.9204334,0.33362722,0.80108416,-0.011427492,-0.4842558,-0.3910966,-0.4293302,-0.5674109,0.35166028,0.67034286,2.3690774,0.33010116,-0.33362448,0.67044127,0.50110626,0.2844869,0.3513678,-0.33586076
-0.590026,-1.9351021,0.5207896,-1.2326405,-0.02747333,0.20322084,0.077088326,0.54971576,-0.6238692,-1.3706161,1.399464,-0.6740831,1.9636438,-0.8074354,-1.438455,-1.5198302,-0.15720455,0.081843495,2.007492,0.19574279,0.6681828,-0.6359212,-0.73446167,-1.7543943,-0.20895767,-0.17707552,0.5648865,0.90524447,2.2925396,0.21084881,1.0109047,0.82599556,-0.17638719,0.5527592,-0.35748908,-0.45594922,-0.24328521,1.1733083,-0.4939021,1.1254692,2.2162478,0.023441881,1.1007141,0.19884211,-0.8166906,-1.8009471,0.27675542,-0.43200088,-0.06359643,0.7732959
-0.59728026,-1.6263275,0.28411886,-1.1216295,0.34411842,0.09020129,0.8501619,0.27638423,-0.6222279,-1.3198204,1.2603954,-0.4831572,1.6191251,-0.8642521,-1.4655689,-0.3592818,-0.48571187,-0.23658773,2.1481678,0.11310458,0.6434901,-0.48029572,-0.84680784,-1.5686438,-0.20179677,-0.91715235,0.5113256,0.58353806,2.6814718,0.35103124,0.39108464,1.3402243,-0.11621559,-0.03283328,-0.30456927,-0.45594922,-0.3221591,1.2122285,0.28161952,1.1837747,2.0325332,0.3431799,1.592002,0.21996742,-0.7703159,-1.5099488,-1.1306825,-0.28300607,-0.5051268,0.9037677
-0.16328841,-2.0367002,0.6108707,-1.1607134,0.2492513,0.09085378,0.63657486,-0.83170974,0.023940235,-2.0830255,0.85806924,-0.1184912,2.9797347,-0.9214994,-0.66099876,-1.6226494,0.1617599,-0.015785843,1.280922,0.32334572,0.37603384,0.88290197,-0.5846555,-0.051087916,-0.2029978,0.49090928,-0.5659271,1.9103746,1.5012984,0.021765828,1.0757159,1.9105947,0.18566418,0.56804025,-2.141389,-0.34174815,-0.108443744,1.2097375,-0.66557896,-0.7964332,1.3388342,0.64005333,-0.6099347,2.4772658,-0.3190899,-0.11234784,-0.06362617,-0.89038604,-0.659656,0.7816093
-0.57051045,-1.9316604,-0.5900564,-0.4824168,-0.3098189,-1.6636935,-0.22927248,0.9241067,0.351097,0.9279494,1.205334,1.877598,1.2556847,-0.25581816,-1.3157189,-1.2371366,-1.2199148,-0.83697724,2.106787,0.8750327,-4.8938446,0.07013051,-1.9610096,-1.7932069,0.16111833,0.07235737,0.5395273,0.99991775,0.3997987,0.24903882,0.5856749,0.60639894,-0.049397826,0.26937866,0.51049626,0.5655432,-0.5211325,1.2032446,-0.3125984,0.7947963,-1.2394797,0.20118453,-0.23225227,0.34935457,0.12356228,-1.3944284,0.6504358,0.22414872,-0.6466233,0.90810585
-0.5653576,-1.3092954,0.15407261,-0.61892635,0.315982,-0.63994384,-0.63856363,0.75297236,0.45494294,-0.44008386,-0.2255956,1.959027,1.3737416,-0.13973972,-1.3150103,-1.6337954,0.06747725,-2.185337,0.95953226,0.8636623,-2.1313348,-0.67055154,-0.7636538,-1.0238926,-0.21121883,-0.11424498,0.48595178,1.5791211,-0.15007174,0.18460679,0.7741598,0.60639894,1.1949539,-0.10065293,-0.5443408,1.5326442,-0.6039211,0.29321957,-0.48148614,1.1825593,-0.56860137,-0.8822377,-0.59756637,0.091930866,0.18128297,-0.23841453,0.3239185,0.25498182,-0.61043364,0.893301
-0.36032265,-1.5740025,0.09383443,-0.7751917,-0.341709,0.27642918,-0.6259887,-1.3337455,-0.62091255,1.0393745,1.9079928,-1.3380438,1.0763507,-0.20597145,-1.4441615,-0.07049808,-0.5990587,-0.18216988,2.2506652,0.75078744,0.6704689,-0.5595991,-0.9290974,-1.7644436,0.17209792,-1.0384319,0.5521842,0.5467245,1.4000764,-0.0025375485,-0.05105391,0.39793786,1.0099275,0.29561734,1.4172295,-0.45594922,-0.018325254,0.6803974,0.78746086,0.67709106,0.8915813,0.78716767,2.0356188,-0.097427666,-0.16387057,-1.1112533,0.932575,0.25085923,0.589998,-0.98877096
0.6146431,-0.67792684,0.4048657,0.5500073,0.32640615,0.07117584,0.014389843,0.69618523,0.73742855,0.09811086,0.15528183,1.5187278,2.0031781,2.030575,1.2069341,1.8444126,0.17020519,-0.01125589,0.89068276,0.8906829,-0.29748642,-0.66206044,-1.9539049,-0.32662004,-0.2032237,-1.1174458,-0.60828674,1.9379554,0.083408475,0.054707527,-1.2790803,0.7557478,1.4298564,0.16245985,0.3988427,-0.22650449,-0.18692705,0.21803284,-0.41449168,-0.6638738,-0.68776894,-0.61103034,0.80916524,-0.44261265,0.22075677,0.67044127,0.0032173395,0.26360053,2.2617955,-0.93608594
-0.014648475,-0.6671339,0.5127995,-0.15319145,-0.4572505,0.1973599,-0.05227804,0.20329821,-0.5743519,0.831984,1.3150345,1.372714,-0.3894239,-0.2546943,-1.467595,1.2210554,-0.15497501,0.60660297,1.6350037,-0.0012322068,-1.3333088,0.2640347,-1.7579721,-1.7951932,0.8483577,-2.7984533,0.5422446,0.32440925,-0.80701286,0.4873948,0.96322787,0.4319928,-0.18636072,0.3874532,0.45476556,-0.55043167,-0.28642023,1.1735914,-0.83295465,0.27343136,0.9830817,-0.73675394,1.8594373,-0.5143267,-1.3437281,-1.1129149,0.36430994,0.23226006,-0.030353367,0.8743371
0.3016811,-1.3320897,0.60392094,0.5025027,0.2211403,0.2745701,-0.6250683,-1.4110432,-0.56827605,2.789246,-0.16533875,1.0777413,1.0659266,1.8283372,-1.2985106,1.9635931,0.19057414,-0.16262975,0.6533867,0.016884029,-0.5963793,-1.4037178,-0.632435,-0.68613464,0.2508725,0.66894704,0.888217,0.75531113,-0.5975846,-0.3677706,-1.1469072,0.40640485,0.69954944,0.48909628,1.4599477,-0.3711121,-0.6049636,0.20040274,0.73076683,0.92292064,1.7083685,-0.7066586,2.7563968,0.086800694,-0.2802894,0.77301896,-1.3988687,0.19109577,-0.4784369,0.9090276
-0.46231824,-1.7650082,0.061352953,-1.224967,0.1099813,-0.6960764,0.5723686,0.04234737,0.8731572,-0.91968745,0.20642596,1.819701,3.6798317,-0.4503279,-0.07500065,-1.6483482,0.20131107,-0.2240831,1.7926494,0.8458137,0.5774468,0.598871,-0.12702665,-0.29352507,0.8851462,0.2212867,-0.4035898,1.9446504,1.2629981,-0.09917432,0.8825718,0.83341247,0.9933809,0.55049396,-2.332663,-0.067375064,-0.36335656,1.2122829,-0.7668573,-0.87206167,0.20818478,-0.015449375,-1.9313287,0.6224026,0.18528986,-0.5133674,0.9014585,-1.6803089,-0.65255564,0.72047615
-0.014518127,-2.0139403,0.670331,-1.1798041,0.30796695,0.29911914,-0.39332345,0.5291089,-0.09366901,-0.43519324,-0.1668475,1.9638008,1.8928465,-0.14119726,-1.3395354,0.8034636,0.1617599,-0.0032613873,1.1824564,0.5497832,0.62275624,-0.26843062,-0.1465647,-0.6418289,-0.21035886,0.6329459,-0.5756355,0.94048166,-0.99077696,-0.00198254,0.9878198,2.8032246,1.3610158,0.5645236,-2.3205953,0.10558924,-0.5432892,0.82087904,-0.29443842,0.6041488,0.77806705,0.6074672,0.449849,1.0232884,-0.06392971,0.10302961,0.5482818,-0.68559104,-0.45547205,0.90441024
-0.43938774,0.14282155,-0.511418,-0.8377541,-0.3228189,0.09006789,-0.3294427,0.52435744,0.33894885,1.3780171,1.9958794,-4.0038633,1.9570217,0.6091161,1.1391839,0.21123365,0.18055631,0.5306903,2.2222128,0.96018547,0.7606789,0.20611808,-1.0313879,0.5469305,-0.4841863,-1.327118,-0.8891921,1.1718192,-0.0049393773,-0.29642975,0.29297462,0.36996895,2.7768464,-0.10808581,0.58489573,-0.45594922,1.5448766,1.1705344,0.64561975,-0.38423967,-0.5671786,-0.9980582,0.5741608,-0.34712768,0.016817719,0.382672,0.9423404,0.21362737,0.11918694,-0.26373428
0.0019509792,0.57643044,0.3233104,-0.84225947,0.27617675,0.09816146,1.353904,-0.30318198,0.9968961,0.049817063,1.5480796,-0.7761401,1.8032595,0.062095493,2.0825334,0.2674628,0.1617599,-0.0912984,1.3785437,0.65279335,0.8485654,0.49495375,-1.615665,1.2051668,-0.60777986,-1.3158637,-1.4630575,1.7966962,-1.7070422,0.013806403,1.025589,0.6272317,0.6348549,0.26175416,-0.4456928,-0.55699456,0.6647282,2.812327,-0.70583653,1.2096109,-0.5542909,-0.10578561,-1.5102924,0.07391673,-0.16682886,0.92418015,0.011767417,0.06803655,-0.6542589,0.7384237
-0.48005372,-0.31754887,0.50289345,-0.83584505,0.17052734,0.045502663,-0.14799565,-0.82792085,-0.2688015,0.59836936,1.43907,1.1099461,1.3171308,0.09823954,0.2617572,1.8092147,0.1745895,-0.5514786,1.4799031,0.8763668,0.85491014,-0.8293305,-1.7641829,-0.3669522,-0.4880575,-2.0545166,0.5703579,0.7400873,-0.02319771,0.12023598,0.034855068,1.8432711,-0.089589596,0.13615113,0.53885853,0.24935177,0.14072338,3.291661,-0.8861512,0.8666466,0.7621821,0.34124148,0.7058767,0.083880305,-0.7019791,0.15240747,-0.5986924,-0.04848818,-0.4236601,0.38782585
-0.60087126,-1.030052,0.53910697,-0.6627081,0.31359476,-0.733544,1.4741218,-0.30318198,0.034714416,-1.0247517,0.024738595,0.990541,0.50789756,-0.25191483,-1.36978,0.72366416,0.21011035,0.5257356,0.213325,0.97566885,0.8456602,-0.38017237,-0.8793545,-1.7696133,0.15497172,0.2780795,0.5650183,0.8041284,-0.9055518,0.344046,-0.8090533,0.4027493,0.19628799,0.5728483,0.3146385,0.39832154,-0.40827188,1.0880641,-0.74965453,0.5689824,-0.37997347,0.3295449,-1.4351484,-0.5162997,-0.15586168,1.0610125,0.9417875,0.2759856,0.052968085,0.538975
-0.21133845,-1.0525544,0.5071018,-0.7105244,0.31674415,-0.5833377,-0.1265033,0.8185216,-0.2216535,0.05658076,-0.2268958,2.0722947,1.8574743,-0.13700613,-1.3168089,-1.0280282,-0.45934278,-0.46827117,1.5886673,0.78566366,0.8610403,-0.5541502,-0.08210152,-1.8049185,-0.071049094,0.2212867,0.5094289,0.99274206,1.0945585,-0.010917515,0.02796027,0.25320858,1.2823482,0.3686117,-0.28847107,-0.012353122,-0.3611405,0.261307,-0.26628894,-0.539816,0.70513904,-0.8822377,-0.03496301,-0.53204703,0.39615983,-0.94078076,0.82197344,0.10445176,-0.19645762,0.8859774
1.2423755,-1.9912757,0.11911473,-0.8471715,0.31642735,-0.5307738,0.18735704,-0.30318198,-0.61954105,-1.3146353,1.0799832,2.0307286,-0.6317861,-0.8925792,-0.81701416,1.2169911,-0.3779109,-0.11676347,1.0671906,-1.4874039,-0.48706448,0.49128714,-1.4971029,-1.7721536,-0.28473592,-0.55395824,0.5568431,-0.2086284,-0.49632132,2.4968565,0.7678069,2.3992603,0.003884077,-0.08859128,-0.33514032,0.021567553,-0.16501611,2.2489474,-0.87992674,-1.0883603,0.7686366,0.7773509,0.82680386,0.11761218,-0.36279297,-2.0291414,-0.5059472,0.1460807,-0.6399954,0.8271481
0.23495153,-2.2077425,-0.05356329,0.73951465,-0.5876311,0.042553816,-0.18377599,0.42057842,-0.62354124,0.3727717,1.1814783,-0.86027884,0.76930964,-0.20343938,-1.4182569,-0.6357609,-0.5714255,-0.23474857,2.1455274,0.60204345,0.77463543,0.08131769,-0.7293244,-1.4768155,-0.3065287,-0.41954893,-0.019179255,0.28547013,0.9720718,-0.01257357,0.19108275,0.29562733,0.9077512,0.2978114,1.1617074,0.5343325,0.017825283,1.1709974,0.739443,0.5458507,0.6950306,0.78695405,1.0228893,-0.5237614,0.22242334,-1.506728,0.92558086,0.21208397,1.2697303,-3.757131
0.22837377,-1.1196938,-0.66228616,-1.0261991,0.3470629,0.24824625,1.2233576,0.85033345,0.99877983,1.5485443,1.2422873,-1.3282766,3.6463535,0.69304025,3.537555,-0.5866722,0.1810932,0.43049312,2.3581185,-0.46765155,-0.24930656,-0.8689193,-0.51802224,1.1310949,-0.2050978,0.36241812,-0.5049838,2.0062377,0.94150966,-0.34796005,-0.03612122,0.26915705,2.3950276,0.24445319,0.24884862,0.24352476,2.5196729,1.1737287,0.31741467,-1.5493929,-0.38669997,-0.8503803,-0.9682344,-0.4238962,0.1794937,0.6287895,0.9384457,-0.37064555,-0.5479552,0.9083723
0.7935198,-2.101377,0.3692568,-0.9437092,0.017454267,-0.54317576,0.16071263,-0.7665435,-0.2935956,0.24270132,0.518243,2.010301,0.46848702,-0.23445424,-1.2268127,1.7504385,-0.49701273,-0.25673893,1.1912585,-0.006534457,-0.05527532,-0.8822858,-1.0455881,-1.8187902,-0.49792397,-0.7989753,0.5325639,-0.07495056,-2.697844,2.8191912,0.34931132,0.23482352,0.17252958,0.39571893,0.13239467,0.48258904,1.5335498,0.45847702,0.14437762,0.27343136,-0.09173578,0.78933376,0.5705588,0.087638915,0.21013641,-0.81799877,-0.169217,0.2789583,-0.20764333,0.90498126
-0.5099028,1.4189487,0.6680664,-0.82898325,0.36854166,-0.82912326,0.23281622,0.9649689,-0.42704338,-0.28372633,-0.5459561,0.2144463,1.0791202,-0.078885466,-1.2381771,0.56032646,0.2071596,-0.22149214,-0.30738065,0.93049484,0.3131516,-0.44293207,-0.8844242,-1.7047257,-0.20577776,0.2212867,0.5646472,1.2102408,-0.32438123,0.01553905,-1.2258047,0.5722591,0.60162395,0.47259974,0.86532295,1.2187704,-0.5695189,0.2484721,0.73076683,-0.60220903,0.2972437,0.6325755,0.49830955,-0.5305593,0.35993016,1.3664296,0.26689157,0.25883588,0.21440825,0.43093038
0.6146431,-0.321473,0.71963835,0.97166574,0.08236481,-0.109278396,0.8126159,0.9671165,0.39310324,0.16450483,0.68390465,0.14611863,2.415537,0.7837198,0.6288627,0.36274102,0.1617599,0.4674434,0.8923704,0.8837847,0.77497274,0.25894022,-1.7491906,-1.7573414,0.25557172,-0.61430484,-0.18998152,2.0676405,0.5043947,-0.022913337,0.20392361,0.23600566,1.1320378,0.24002326,0.2710865,-0.09287816,-0.071990155,0.43439054,-0.8806554,-0.18676692,0.30146644,-0.995463,1.2637547,-0.5195794,-0.69175524,0.9944171,0.93336475,0.22816229,-0.3425355,0.039418757
